"","X","url","author","title","journal","year","doi","JIF","maxRank","id","times.cited","coauthor","intext","librarian"
"202",202,"<Go to ISI>://WOS:000363536300011","A. S. Neto and S. N. T. Hemmes and C. S. V. Barbas and M. Beiderlinden and M. Biehl and J. M. Binnekade and J. Canet and A. Fernandez-Bustamante and E. Futier and O. Gajic and G. Hedenstierna and M. W. Hollmann and S. Jaber and A. Kozian and M. Licker and W. Q. Lin and A. D. Maslow and S. G. Memtsoudis and D. R. Miranda and P. Moine and T. Ng and D. Paparella and C. Putensen and M. Ranieri and F. Scavonetto and T. Schilling and W. Schmid and G. Selmo and P. Severgnini and J. Sprung and S. Sundar and D. Talmor and T. Treschan and C. Unzueta and T. N. Weingarten and E. K. Wolthuis and H. Wrigge and M. G. {de Abreu} and P. Pelosi and M. J. Schultz and Prove Network Investigators","Protective versus Conventional Ventilation for Surgery A Systematic Review and Individual Patient Data Meta-analysis","ANESTHESIOLOGY",2015,"10.1097/aln.0000000000000706",5.555,91.94,"WOS:000363536300011",NA,FALSE,FALSE,FALSE
"203",203,"<Go to ISI>://WOS:000423443000014
http://atm.amegroups.com/article/view/18167/18474","A. S. Neto and N. P. Juffermans and S. N. T. Hemmes and C. S. V. Barbas and M. Beiderlinden and M. Biehl and A. Fernandez-Bustamante and E. Futier and O. Gajic and S. Jaber and A. Kozian and M. Licker and W. Q. Lin and S. G. Memtsoudis and D. R. Miranda and P. Moine and D. Paparella and M. Ranieri and F. Scavonetto and T. Schilling and G. Selmo and P. Severgnini and J. Sprung and S. Sundar and D. Talmor and T. Treschan and C. Unzueta and T. N. Weingarten and E. K. Wolthuis and H. Wrigge and M. G. {de Abreu} and P. Pelosi and M. J. Schultz and Prove Network Investigators","Interaction between peri-operative blood transfusion, tidal volume, airway pressure and postoperative ARDS: an individual patient data meta-analysis","ANNALS OF TRANSLATIONAL MEDICINE",2018,"10.21037/atm.2018.01.16",3.689,65.81,"WOS:000423443000014",1,FALSE,FALSE,FALSE
"204",204,"https://www.ncbi.nlm.nih.gov/pubmed/27004732
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4840067/
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4840067/pdf/nihms750834.pdf","Karin J. Neufeld and Jirong Yue and Thomas N. Robinson and Sharon K. Inouye and Dale M. Needham","Antipsychotic Medication for Prevention and Treatment of Delirium in Hospitalized Adults: A Systematic Review and Meta-Analysis","JOURNAL OF THE AMERICAN GERIATRICS SOCIETY",2016,"10.1111/jgs.14076",4.388,84.69,"pubmed/27004732",103,FALSE,FALSE,FALSE
"205",205,"https://www.ncbi.nlm.nih.gov/pubmed/25600652
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4508232/
https://www.cambridge.org/core/services/aop-cambridge-core/content/view/9AE4EC65D650EBE9F7B7C1200149BD4D/S0950268814003847a.pdf/div-class-title-the-impact-of-socioeconomic-status-on-foodborne-illness-in-high-income-countries-a-systematic-review-div.pdf","K. L. Newman and J. S. Leon and P. A. Rebolledo and E. Scallan","The impact of socioeconomic status on foodborne illness in high-income countries: a systematic review","EPIDEMIOLOGY AND INFECTION",2015,"10.1017/S0950268814003847",2.515,73.7,"pubmed/25600652",25,FALSE,FALSE,FALSE
"206",206,"https://www.ncbi.nlm.nih.gov/pubmed/29989045
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6035511/
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6035511/pdf/bmjgh-2018-000810.pdf","Joshua S. Ng-Kamstra and Sumedha Arya and Sarah L. M. Greenberg and Meera Kotagal and Catherine Arsenault and David Ljungman and Rachel R. Yorlets and Arnav Agarwal and Claudia Frankfurter and Anton Nikouline and Francis Yi Xing Lai and Charlotta L. Palmqvist and Terence Fu and Tahrin Mahmood and Sneha Raju and Sristi Sharma and Isobel H. Marks and Alexis Bowder and Lebei Pi and John G. Meara and Mark G. Shrime","Perioperative mortality rates in low-income and middle-income countries: a systematic review and meta-analysis","BMJ GLOBAL HEALTH",2018,"10.1136/bmjgh-2018-000810",NA,NA,"pubmed/29989045",3,NA,TRUE,TRUE
"207",207,"<Go to ISI>://WOS:000339592700002","C. Nieder and A. L. Grosu and L. E. Gaspar","Stereotactic radiosurgery (SRS) for brain metastases: a systematic review","RADIATION ONCOLOGY",2014,"10.1186/1748-717x-9-155",2.546,68.4,"WOS:000339592700002",NA,FALSE,FALSE,FALSE
"208",208,"<Go to ISI>://WOS:000416584200016
https://watermark.silverchair.com/aime201711210-m171811.pdf?token=AQECAHi208BE49Ooan9kkhW_Ercy7Dm3ZL_9Cf3qfKAc485ysgAAAgowggIGBgkqhkiG9w0BBwagggH3MIIB8wIBADCCAewGCSqGSIb3DQEHATAeBglghkgBZQMEAS4wEQQMgypnjUpZmn5bS515AgEQgIIBvQA1Knf2WNkTuHEtkKlSoOxAORGMfElS15XCLyWTDujs98uIDKHD43reJxXzZN5Wz4Fk54h29DM9VmC0sfTslSyxuLuRky_tH7CH7DOI75mZ5VxYFaEgRdWhhGCGw0BbR2vH23yPBEPXXwoVYsyIyNgdKD5cNduQ78n6bzrUMh66EBKVNBEjxzyskFDlVyNnBYQ8vUn5mwy574XiSdMhIl8u7nEr23GMZjIxtps5q67YbgNkcDU4l14cGNHKwmRo2mMVVjBuxwD0Yj7ln3_HZGiixwJNigrkZH9bCvDBflRJ3VKZEIzfnq5X9a7qB0_WwuZ05wZ5pkx8uMVwcAHp-fbp0wX6AN5hNxdsLAJic4RqJjlklXzozj8q416vWCOjQswnDTT78ER4TjeO0LKgp4BleF3-JL-YcAahGLFC9nipWbJhLnq1YjO8I-GYR70MBY50yPXYnrnmy11vWqnbMAeEV2_Zsf4cafitdAQ-IWfsWW1u9yEJ63cX1r4wcXZXGgg2KqWoYznfHsurrxmhjMsLTvElrTSPknvXvZDtJYJFlQdDqcELMNGdI2fKSiCoggeuRNSQimuiOGpDXDw","J. A. Nieuwsma and J. W. Williams and N. Namdari and J. B. Washam and G. Raitz and J. A. Blumenthal and W. Jiang and R. Yapa and A. J. McBroom and K. Lallinger and R. Schmidt and A. S. Kosinski and G. D. Sanders","Diagnostic Accuracy of Screening Tests and Treatment for Post-Acute Coronary Syndrome Depression A Systematic Review","ANNALS OF INTERNAL MEDICINE",2017,"10.7326/m17-1811",19.384,96.45,"WOS:000416584200016",NA,NA,TRUE,TRUE
"209",209,"https://www.ncbi.nlm.nih.gov/pubmed/30007556
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6119101/
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6119101/pdf/nihms958908.pdf","Tiana Nizamic and M. Hassan Murad and Larry A. Allen and Colleen K. McIlvennan and Sara E. Wordingham and Daniel D. Matlock and Shannon M. Dunlay","Ambulatory Inotrope Infusions in Advanced Heart Failure: A Systematic Review and Meta-Analysis","JACC. HEART FAILURE",2018,"10.1016/j.jchf.2018.03.019",18.639,98.16,"pubmed/30007556",9,FALSE,FALSE,FALSE
"210",210,"<Go to ISI>://WOS:000417429200025","A. Noshchenko and L. Hoffecker and C. M. J. Cain and V. V. Patel and E. L. Burger","Spinopelvic Parameters in Asymptomatic Subjects Without Spine Disease and Deformity A Systematic Review With Meta-Analysis","CLINICAL SPINE SURGERY",2017,NA,1.987,55.19,"WOS:000417429200025",NA,TRUE,NA,TRUE
"211",211,"https://www.ncbi.nlm.nih.gov/pubmed/26301183
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4539477/
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4539477/pdf/WJO-6-537.pdf","Andriy Noshchenko and Lilian Hoffecker and Emily M. Lindley and Evalina L. Burger and Christopher Mj Cain and Vikas V. Patel and Andrew P. Bradford","Predictors of spine deformity progression in adolescent idiopathic scoliosis: A systematic review with meta-analysis","WORLD JOURNAL OF ORTHOPEDICS",2015,"10.5312/wjo.v6.i7.537",NA,NA,"pubmed/26301183",14,TRUE,NA,TRUE
"212",212,"<Go to ISI>://WOS:000364286200001","A. Noshchenko and L. Hoffecker and E. M. Lindley and E. L. Burger and C. M. J. Cain and V. V. Patel","Long-term Treatment Effects of Lumbar Arthrodeses in Degenerative Disk Disease A Systematic Review With Meta-Analysis","JOURNAL OF SPINAL DISORDERS & TECHNIQUES",2015,"10.1097/bsd.0000000000000124",2.291,70.95,"WOS:000364286200001",NA,TRUE,NA,TRUE
"213",213,"<Go to ISI>://WOS:000368509600005","A. Noshchenko and E. M. Lindley and E. L. Burger and C. M. J. Cain and V. V. Patel","What Is the Clinical Relevance of Radiographic Nonunion After Single-Level Lumbar Interbody Arthrodesis in Degenerative Disc Disease? A Meta-Analysis of the YODA Project Database","SPINE",2016,"10.1097/brs.0000000000001113",2.499,74.34,"WOS:000368509600005",NA,FALSE,FALSE,FALSE
"214",214,"https://www.ncbi.nlm.nih.gov/pubmed/26472583
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4814411/
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4814411/pdf/11999_2015_Article_4590.pdf","Eduardo N. Novais and Mary K. Hill and Patrick M. Carry and Patricia C. Heyn","Is Age or Surgical Approach Associated With Osteonecrosis in Patients With Developmental Dysplasia of the Hip? A Meta-analysis","CLINICAL ORTHOPAEDICS AND RELATED RESEARCH",2016,"10.1007/s11999-015-4590-5",3.897,92.76,"pubmed/26472583",14,NA,TRUE,TRUE
"215",215,"https://www.ncbi.nlm.nih.gov/pubmed/25328103
https://onlinelibrary.wiley.com/doi/full/10.1002/pon.3704","Sonia Okuyama and Whitney Jones and Christine Ricklefs and Zung Vu Tran","Psychosocial telephone interventions for patients with cancer and survivors: a systematic review","PSYCHO-ONCOLOGY",2015,"10.1002/pon.3704",3.256,96.15,"pubmed/25328103",13,FALSE,FALSE,FALSE
"216",216,"https://www.ncbi.nlm.nih.gov/pubmed/29471910
http://docserver.ingentaconnect.com/deliver/connect/iuatld/10273719/v22n3/s14.pdf?expires=1570133977&id=0000&titleid=3764&checksum=B30E456DD78D7EC2D2A7A623584C9ACC","I. D. Olaru and H. Albert and J. Zallet and U. E. Werner and N. Ahmed and H. L. Rieder and M. Salfinger and K. Kranzer","Impact of quality improvement in tuberculosis laboratories in low- and lower-middle-income countries: a systematic review","THE INTERNATIONAL JOURNAL OF TUBERCULOSIS AND LUNG DISEASE : THE OFFICIAL JOURNAL OF THE INTERNATIONAL UNION AGAINST TUBERCULOSIS AND LUNG DISEASE",2018,"10.5588/ijtld.17.0629",2.024,29.37,"pubmed/29471910",3,FALSE,FALSE,FALSE
"217",217,"<Go to ISI>://WOS:000343021600006","K. S. Oman and R. Fink and C. Kleinen and M. B. F. Makic and B. Wenger and L. Hoffecker and M. Mancuso and S. Schmiege and P. Cook","Intradermal Lidocaine or Bacteriostatic Normal Saline to Decrease Pain Before Intravenous Catheter Insertion: A Meta-Analysis","JOURNAL OF PERIANESTHESIA NURSING",2014,"10.1016/j.jopan.2013.12.008",0.943,46.4,"WOS:000343021600006",4,TRUE,NA,TRUE
"218",218,"<Go to ISI>://WOS:000339561800001
https://www.cambridge.org/core/services/aop-cambridge-core/content/view/F42F2E16A8BF52AC1B3F6E2061DBD880/S1355617714000204a.pdf/div-class-title-ins-volume-20-issue-3-cover-and-front-matter-div.pdf","M. E. O'Neil and K. F. Carlson and D. Storzbach and L. A. Brenner and M. Freeman and A. R. Quinones and M. Motu'apuaka and D. Kansagara","Factors Associated with Mild Traumatic Brain Injury in Veterans and Military Personnel: A Systematic Review","JOURNAL OF THE INTERNATIONAL NEUROPSYCHOLOGICAL SOCIETY",2014,"10.1017/s135561771300146x",2.963,70.39,"WOS:000339561800001",NA,NA,NA,NA
"219",219,"https://www.ncbi.nlm.nih.gov/pubmed/26112735
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4483197/
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4483197/pdf/nihms677887.pdf","Marie Claude Ouimet and Anuj K. Pradhan and Ashley Brooks-Russell and Johnathon P. Ehsani and Djamal Berbiche and Bruce G. Simons-Morton","Young Drivers and Their Passengers: A Systematic Review of Epidemiological Studies on Crash Risk","THE JOURNAL OF ADOLESCENT HEALTH : OFFICIAL PUBLICATION OF THE SOCIETY FOR ADOLESCENT MEDICINE",2015,"10.1016/j.jadohealth.2015.03.010",3.838,94.58,"pubmed/26112735",25,NA,TRUE,TRUE
"220",220,"https://www.ncbi.nlm.nih.gov/pubmed/28240616","Mustafa Ozkaynak and Blaine Reeder and Lilian Hoffecker and Mary Beth Makic and Karen Sousa","Use of Electronic Health Records by Nurses for Symptom Management in Inpatient Settings: A Systematic Review","COMPUTERS, INFORMATICS, NURSING : CIN",2017,"10.1097/CIN.0000000000000329",1.056,37.71,"pubmed/28240616",3,TRUE,NA,TRUE
"221",221,"<Go to ISI>://WOS:000427011300002
https://www.karger.com/Article/Pdf/484206","K. Pak and S. Shin and S. J. Kim and I. J. Kim and S. Chang and P. Koo and J. Kwak and J. H. Kim","Response of Retinoic Acid in Patients with Radioactive Iodine-Refractory Thyroid Cancer: A Meta-Analysis","ONCOLOGY RESEARCH AND TREATMENT",2018,"10.1159/000484206",1.483,8.95,"WOS:000427011300002",1,FALSE,FALSE,FALSE
"222",222,"https://www.ncbi.nlm.nih.gov/pubmed/30297287","Mohan Pammi and Charitharth Vivek Lal and Brandie D. Wagner and Peter M. Mourani and Pablo Lohmann and Ruth Ann Luna and Amy Sisson and Binoy Shivanna and Emily B. Hollister and Steven H. Abman and James Versalovic and Gary J. Connett and Vineet Bhandari and Namasivayam Ambalavanan","Airway Microbiome and Development of Bronchopulmonary Dysplasia in Preterm Infants: A Systematic Review","THE JOURNAL OF PEDIATRICS",2019,"10.1016/j.jpeds.2018.08.042",3.379,93.15,"pubmed/30297287",6,TRUE,NA,TRUE
"223",223,"<Go to ISI>://WOS:000423977300018","S. Pandey and P. Srivanitchapoom and R. Kirubakaran and B. D. Berman","Botulinum toxin for motor and phonic tics in Tourette's syndrome","COCHRANE DATABASE OF SYSTEMATIC REVIEWS",2018,"10.1002/14651858.CD012285.pub2",7.755,93.44,"WOS:000423977300018",1,FALSE,FALSE,FALSE
"224",224,"https://www.ncbi.nlm.nih.gov/pubmed/29144175
https://www.tandfonline.com/doi/pdf/10.1080/1354750X.2017.1397194?needAccess=true","Christos A. Papanastasiou and Damianos G. Kokkinidis and Evangelos K. Oikonomou and Vasileios G. Mantziaris and T. Raymond Foley and Theodoros D. Karamitsos and Stephen W. Waldo and Ehrin J. Armstrong","Pregnancy associated plasma protein-A as a prognostic biomarker of all-cause mortality and cardiovascular events in patients presenting with chest pain: a systematic review","BIOMARKERS : BIOCHEMICAL INDICATORS OF EXPOSURE, RESPONSE, AND SUSCEPTIBILITY TO CHEMICALS",2018,"10.1080/1354750X.2017.1397194",1.73,28.7,"pubmed/29144175",0,FALSE,FALSE,FALSE
"225",225,"<Go to ISI>://WOS:000346234500005
https://jamanetwork.com/journals/jamadermatology/articlepdf/1899263/doi140021.pdf","G. Patel and A. W. Armstrong and D. B. Eisen","Efficacy of Photodynamic Therapy vs Other Interventions in Randomized Clinical Trials for the Treatment of Actinic Keratoses A Systematic Review and Meta-analysis","JAMA DERMATOLOGY",2014,"10.1001/jamadermatol.2014.1253",4.426,92.86,"WOS:000346234500005",29,NA,TRUE,TRUE
"226",226,"https://www.ncbi.nlm.nih.gov/pubmed/28442227","Rodrigo R. Pessoa and Riccardo Autorino and M. Pilar Laguna and Wilson R. Molina and Diedra Gustafson and Leticia Nogueira and Rodrigo Donalisio {da Silva} and Priya N. Werahera and Fernando J. Kim","Laparoscopic Versus Percutaneous Cryoablation of Small Renal Mass: Systematic Review and Cumulative Analysis of Comparative Studies","CLINICAL GENITOURINARY CANCER",2017,"10.1016/j.clgc.2017.02.003",2.539,62.5,"pubmed/28442227",5,FALSE,FALSE,FALSE
"227",227,"https://www.ncbi.nlm.nih.gov/pubmed/30201536","Bradley J. Petek and Christopher L. Erley and Peter J. Kudenchuk and David Carlbom and Jared Strote and Medley O. Gatewood and William P. Shuman and Ravi S. Hira and Martin L. Gunn and Charles Maynard and Kelley R. Branch","Diagnostic yield of non-invasive imaging in patients following non-traumatic out-of-hospital sudden cardiac arrest: A systematic review","RESUSCITATION",2019,"10.1016/j.resuscitation.2018.09.004",4.572,94.83,"pubmed/30201536",0,NA,TRUE,TRUE
"228",228,"https://www.ncbi.nlm.nih.gov/pubmed/26500108","María Inés Pinto-Sánchez and Elena F. Verdu and Edwin Liu and Premysl Bercik and Peter H. Green and Joseph A. Murray and Stefano Guandalini and Paul Moayyedi","Gluten Introduction to Infant Feeding and Risk of Celiac Disease: Systematic Review and Meta-Analysis","THE JOURNAL OF PEDIATRICS",2016,"10.1016/j.jpeds.2015.09.032",3.874,94.63,"pubmed/26500108",19,FALSE,FALSE,FALSE
"229",229,"<Go to ISI>://WOS:000401132100052","N. S. Piuzzi and J. Chahla and J. B. Schrock and R. F. LaPrade and C. Pascual-Garrido and M. A. Mont and G. F. Muschler","Evidence for the Use of Cell-Based Therapy for the Treatment of Osteonecrosis of the Femoral Head: A Systematic Review of the Literature","JOURNAL OF ARTHROPLASTY",2017,"10.1016/j.arth.2016.12.049",3.339,88.96,"WOS:000401132100052",31,FALSE,FALSE,FALSE
"230",230,"<Go to ISI>://WOS:000335919500013
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4817588/pdf/dyt261.pdf","G. V. Polanczyk and E. Gwillcutt and G. A. Salum and C. Kieling and L. A. Rohde","ADHD prevalence estimates across three decades: an updated systematic review and meta-regression analysis","INTERNATIONAL JOURNAL OF EPIDEMIOLOGY",2014,"10.1093/ije/dyt261",9.176,99.09,"WOS:000335919500013",401,FALSE,FALSE,FALSE
"231",231,"https://www.ncbi.nlm.nih.gov/pubmed/30047158
https://onlinelibrary.wiley.com/doi/full/10.1111/cen.13820","Alessandro Prete and Qi Yan and Khaled Al-Tarrah and Halis K. Akturk and Larry J. Prokop and Fares Alahdab and Mark A. Foster and Janet M. Lord and Niki Karavitaki and John A. Wass and Mohammad H. Murad and Wiebke Arlt and Irina Bancos","The cortisol stress response induced by surgery: A systematic review and meta-analysis","CLINICAL ENDOCRINOLOGY",2018,"10.1111/cen.13820",2.897,45.86,"pubmed/30047158",4,TRUE,NA,TRUE
"232",232,"https://www.ncbi.nlm.nih.gov/pubmed/27513545","David R. Price and Mark E. Mikkelsen and Craig A. Umscheid and Ehrin J. Armstrong","Neuromuscular Blocking Agents and Neuromuscular Dysfunction Acquired in Critical Illness: A Systematic Review and Meta-Analysis","CRITICAL CARE MEDICINE",2016,"10.1097/CCM.0000000000001839",7.05,89.39,"pubmed/27513545",7,FALSE,FALSE,FALSE
"233",233,"<Go to ISI>://WOS:000453940000004","G. T. Prince and M. C. Cameron and R. Fathi and T. Alkousakis","Intralesional and Laser-Assisted 5-Fluorouracil in Dermatologic Disease: A Systematic Review","JOURNAL OF DRUGS IN DERMATOLOGY",2018,NA,1.394,26.52,"WOS:000453940000004",NA,NA,NA,NA
"234",234,"https://www.ncbi.nlm.nih.gov/pubmed/27068041","Bashar J. Qumseya and Sachin Wani and Madhav Desai and Amira Qumseya and Paul Bain and Prateek Sharma and Herbert Wolfsen","Adverse Events After Radiofrequency Ablation in Patients With Barrett's Esophagus: A Systematic Review and Meta-analysis","CLINICAL GASTROENTEROLOGY AND HEPATOLOGY : THE OFFICIAL CLINICAL PRACTICE JOURNAL OF THE AMERICAN GASTROENTEROLOGICAL ASSOCIATION",2016,"10.1016/j.cgh.2016.04.001",7.398,90.51,"pubmed/27068041",34,TRUE,NA,TRUE
"235",235,"<Go to ISI>://WOS:000402710000011","B. J. Qumseya and S. Wani and S. Gendy and B. Harnke and J. J. Bergman and H. Wolfsen","Disease Progression in Barrett's Low-Grade Dysplasia With Radiofrequency Ablation Compared With Surveillance: Systematic Review and Meta-Analysis","AMERICAN JOURNAL OF GASTROENTEROLOGY",2017,"10.1038/ajg.2017.70",10.231,93.13,"WOS:000402710000011",20,TRUE,NA,TRUE
"236",236,"https://www.ncbi.nlm.nih.gov/pubmed/25455609","Tara D. Rachakonda and Jaskaran S. Dhillon and Aleksandra G. Florek and April W. Armstrong","Effect of tonsillectomy on psoriasis: a systematic review","JOURNAL OF THE AMERICAN ACADEMY OF DERMATOLOGY",2015,"10.1016/j.jaad.2014.10.013",5.621,95.9,"pubmed/25455609",24,FALSE,FALSE,FALSE
"237",237,"https://www.ncbi.nlm.nih.gov/pubmed/29616206
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5865069/
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5865069/pdf/fpubh-06-00064.pdf","Nayanjot Kaur Rai and Tamanna Tiwari","Parental Factors Influencing the Development of Early Childhood Caries in Developing Nations: A Systematic Review","FRONTIERS IN PUBLIC HEALTH",2018,"10.3389/fpubh.2018.00064",2.031,52.16,"pubmed/29616206",3,FALSE,FALSE,FALSE
"238",238,"https://www.ncbi.nlm.nih.gov/pubmed/27612974","Blaine Reeder and Alexandria David","Health at hand: A systematic review of smart watch uses for health and wellness","JOURNAL OF BIOMEDICAL INFORMATICS",2016,"10.1016/j.jbi.2016.09.001",2.753,76.67,"pubmed/27612974",28,FALSE,FALSE,FALSE
"239",239,"<Go to ISI>://WOS:000353349700003
https://www.healio.com/nursing/journals/rgn/2015-1-8-1/{b9d7e93c-0278-4456-ab5c-d39b3a3bbb23}/sensor-based-detection-of-gait-speed-in-older-adults-an-integrative-review.pdf","B. Reeder and K. Whitehouse","Sensor-Based Detection of Gait Speed in Older Adults An Integrative Review","RESEARCH IN GERONTOLOGICAL NURSING",2015,"10.3928/19404921-20141120-02",0.593,17.67,"WOS:000353349700003",0,FALSE,FALSE,FALSE
"240",240,"https://www.ncbi.nlm.nih.gov/pubmed/30220452","Elizabeth J. Renaud and Stig Sømme and Saleem Islam and Danielle B. Cameron and Robert L. Gates and Regan F. Williams and Tim Jancelewicz and Tolulope A. Oyetunji and Julia Grabowski and Karen A. Diefenbach and Robert Baird and Meghan A. Arnold and Dave R. Lal and Julia Shelton and Yigit S. Guner and Ankush Gosain and Akemi L. Kawaguchi and Robert L. Ricca and Adam B. Goldin and Roshni Dasgupta","Ovarian masses in the child and adolescent: An American Pediatric Surgical Association Outcomes and Evidence-Based Practice Committee systematic review","JOURNAL OF PEDIATRIC SURGERY",2019,"10.1016/j.jpedsurg.2018.08.058",2.092,60.89,"pubmed/30220452",2,NA,TRUE,TRUE
"241",241,"https://www.ncbi.nlm.nih.gov/pubmed/29161114","Elaine Reno and Talia L. Brown and Marian E. Betz and Michael H. Allen and Lilian Hoffecker and Jeremy Reitinger and Robert Roach and Benjamin Honigman","Suicide and High Altitude: An Integrative Review","HIGH ALTITUDE MEDICINE & BIOLOGY",2018,"10.1089/ham.2016.0131",1.49,33.78,"pubmed/29161114",3,TRUE,NA,TRUE
"242",242,"https://www.ncbi.nlm.nih.gov/pubmed/30101529
https://accpjournals.onlinelibrary.wiley.com/doi/full/10.1002/phar.2172","Paul M. Reynolds and Robert MacLaren","Re-evaluating the Utility of Stress Ulcer Prophylaxis in the Critically Ill Patient: A Clinical Scenario-Based Meta-Analysis","PHARMACOTHERAPY",2019,"10.1002/phar.2172",3.045,63.86,"pubmed/30101529",3,FALSE,FALSE,FALSE
"243",243,"<Go to ISI>://WOS:000348096200024","D. M. Roberts and C. Yates and B. Megarbane and J. F. Winchester and R. Maclaren and S. Gosselin and T. D. Nolin and V. Lavergne and R. S. Hoffman and M. Ghannoum and Treatments Extracorporeal","Recommendations for the Role of Extracorporeal Treatments in the Management of Acute Methanol Poisoning: A Systematic Review and Consensus Statement","CRITICAL CARE MEDICINE",2015,"10.1097/ccm.0000000000000708",7.422,89.39,"WOS:000348096200024",NA,FALSE,FALSE,FALSE
"244",244,"https://www.ncbi.nlm.nih.gov/pubmed/26980379","Sheri A. B. Rosen and Anne E. Getz and Todd Kingdom and A. Samy Youssef and Vijay R. Ramakrishnan","Systematic review of the effectiveness of perioperative prophylactic antibiotics for skull base surgeries","AMERICAN JOURNAL OF RHINOLOGY & ALLERGY",2016,"10.2500/ajra.2016.30.4298",1.955,67.86,"pubmed/26980379",8,NA,TRUE,TRUE
"245",245,"<Go to ISI>://WOS:000387780100003","G. C. Roush and B. Amante and T. Singh and H. Ayele and M. Araoye and D. W. Yang and W. J. Kostis and W. J. Elliott and J. B. Kostis and J. A. Berlin","Quality of meta-analyses for randomized trials in the field of hypertension: a systematic review","JOURNAL OF HYPERTENSION",2016,"10.1097/hjh.0000000000001094",4.085,81.75,"WOS:000387780100003",NA,FALSE,FALSE,FALSE
